federal_action_obligation,total_dollars_obligated,base_and_exercised_options_value,base_and_all_options_value,potential_total_value_of_award,action_date_fiscal_year,awarding_office_name,funding_office_name,recipient_parent_name,recipient_city_name,recipient_state_name,primary_place_of_performance_city_name,primary_place_of_performance_state_code,type_of_contract_pricing,product_or_service_code_description,naics_description,place_of_manufacture,solicitation_procedures,organizational_type,corporate_entity_not_tax_exempt,partnership_or_limited_liability_partnership,sole_proprietorship,educational_institution
248600.0,248600.0,967124.0,2926572.0,2926572.0,2020,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC RESEARCH  DEV (ORD) (FUNDING),"MPF FEDERAL, LLC",GAITHERSBURG,MARYLAND,CHAPEL HILL,NC,FIRM FIXED PRICE,SUPPORT- MANAGEMENT: OTHER,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
5763.47,71684.0,5763.47,0.0,71684.0,2020,REGION 1 CONTRACTING OFFICE,REGION 1 (FUNDING OFFICE),PARS ENVIRONMENTAL INC,ROBBINSVILLE,NEW JERSEY,BOSTON,MA,FIRM FIXED PRICE,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,111731.48,0.0,0.0,111731.48,2020,CINCINNATI ACQUISITION DIV (CAD),OFC FOR AIR  RAD (OAR) (FUNDING),"AABS JV, L.L.C.",DETROIT,MICHIGAN,ANN ARBOR,MI,FIRM FIXED PRICE,CONSTRUCTION OF LABORATORIES AND CLINICS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,PARTNERSHIP,f,t,f,f
0.0,78669.0,0.0,0.0,78669.0,2020,REGION 5 CONTRACTING OFFICE,REGION 5 (FUNDING OFFICE),"ENVIRONMENTAL COMPLIANCE OFFICE, INC.",DETROIT,MICHIGAN,CHICAGO,IL,FIRM FIXED PRICE,SUPPORT- MANAGEMENT: OTHER,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,OTHER,f,f,f,f
0.0,196870.0,0.0,0.0,196870.0,2020,REGION 5 CONTRACTING OFFICE,REGION 5 (FUNDING OFFICE),"ENVIRONMENTAL COMPLIANCE OFFICE, INC.",DETROIT,MICHIGAN,CHICAGO,IL,FIRM FIXED PRICE,SUPPORT- MANAGEMENT: OTHER,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,OTHER,f,f,f,f
0.0,101432.0,0.0,0.0,101432.0,2020,CINCINNATI ACQUISITION DIV (CAD),OFC FOR AIR  RAD (OAR) (FUNDING),"AABS JV, L.L.C.",DETROIT,MICHIGAN,ANN ARBOR,MI,FIRM FIXED PRICE,CONSTRUCTION OF LABORATORIES AND CLINICS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,PARTNERSHIP,f,t,f,f
0.0,74949.0,0.0,0.0,74949.0,2020,CINCINNATI ACQUISITION DIV (CAD),OFC FOR AIR  RAD (OAR) (FUNDING),"AABS JV, L.L.C.",DETROIT,MICHIGAN,ANN ARBOR,MI,FIRM FIXED PRICE,MISCELLANEOUS CONSTRUCTION MATERIALS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,MFG IN U.S.,ONLY ONE SOURCE,PARTNERSHIP,f,t,f,f
0.0,51732.0,0.0,0.0,51732.0,2020,CINCINNATI ACQUISITION DIV (CAD),OFC FOR AIR  RAD (OAR) (FUNDING),"AABS JV, L.L.C.",DETROIT,MICHIGAN,ANN ARBOR,MI,FIRM FIXED PRICE,CONSTRUCTION OF LABORATORIES AND CLINICS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,PARTNERSHIP,f,t,f,f
122054.9,994098.5,0.0,0.0,2290659.02,2020,REGION 7 CONTRACTING OFFICE,REGION 7 (FUNDING OFFICE),"VERACITY CONSULTING, INC.",OVERLAND PARK,KANSAS,LENEXA,KS,FIRM FIXED PRICE,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",COMPUTER FACILITIES MANAGEMENT SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,149207.0,0.0,0.0,149207.0,2020,CINCINNATI ACQUISITION DIV (CAD),OFC FOR AIR  RAD (OAR) (FUNDING),"AABS JV, L.L.C.",DETROIT,MICHIGAN,ANN ARBOR,MI,FIRM FIXED PRICE,"MODIFICATION OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,PARTNERSHIP,f,t,f,f
95000.0,926967.88,0.0,0.0,1125167.88,2020,REGION 9 CONTRACTING OFFICE,REGION 9 (FUNDING OFFICE),INNOVATE! INC,ALEXANDRIA,VIRGINIA,SAN FRANCISCO,CA,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: OTHER,OTHER COMPUTER RELATED SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,25111.0,0.0,0.0,25111.0,2020,CINCINNATI ACQUISITION DIV (CAD),OFC FOR AIR  RAD (OAR) (FUNDING),"AABS JV, L.L.C.",DETROIT,MICHIGAN,ANN ARBOR,MI,FIRM FIXED PRICE,CONSTRUCTION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,PARTNERSHIP,f,t,f,f
0.0,148957.0,0.0,0.0,148957.0,2020,CINCINNATI ACQUISITION DIV (CAD),OFC FOR AIR  RAD (OAR) (FUNDING),"AABS JV, L.L.C.",DETROIT,MICHIGAN,ANN ARBOR,MI,FIRM FIXED PRICE,CONSTRUCTION OF LABORATORIES AND CLINICS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,PARTNERSHIP,f,t,f,f
100000.0,3314809.59,0.0,0.0,4999879.2,2020,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC CHEMSFTYPOLLPREV(OCSPP) (FUND),INNOVATE! INC,ALEXANDRIA,VIRGINIA,WASHINGTON,DC,TIME AND MATERIALS,OTHER ENVIRONMENTAL SERVICES,OTHER COMPUTER RELATED SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,500000.0,0.0,0.0,3445824.0,2020,CINCINNATI ACQUISITION DIV (CAD),OFC OF MISSION SUPT (OMS)(FUNDING),JYG INNOVATIONS LLC,DAYTON,OHIO,CINCINNATI,OH,FIRM FIXED PRICE,SUPPORT- ADMINISTRATIVE: MAILING/DISTRIBUTION,FACILITIES SUPPORT SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
50848.0,50848.0,50848.0,50848.0,50848.0,2020,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),PARS ENVIRONMENTAL INC,ROBBINSVILLE,NEW JERSEY,EDISON,NJ,FIRM FIXED PRICE,R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH),"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,29155043.5,0.0,0.0,46477963.0,2020,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,COST PLUS FIXED FEE,R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT (BASIC RESEARCH),"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
50000.0,3214809.59,0.0,0.0,4999879.2,2020,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC CHEMSFTYPOLLPREV(OCSPP) (FUND),INNOVATE! INC,ALEXANDRIA,VIRGINIA,WASHINGTON,DC,TIME AND MATERIALS,OTHER ENVIRONMENTAL SERVICES,OTHER COMPUTER RELATED SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,29155043.5,0.0,0.0,46477963.0,2020,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,COST PLUS FIXED FEE,R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT (BASIC RESEARCH),"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
-21622.7,872043.6,0.0,0.0,2290659.02,2020,REGION 7 CONTRACTING OFFICE,REGION 7 (FUNDING OFFICE),"VERACITY CONSULTING, INC.",OVERLAND PARK,KANSAS,LENEXA,KS,FIRM FIXED PRICE,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",COMPUTER FACILITIES MANAGEMENT SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
21622.7,872043.6,0.0,0.0,2290659.02,2020,REGION 7 CONTRACTING OFFICE,REGION 7 (FUNDING OFFICE),"VERACITY CONSULTING, INC.",OVERLAND PARK,KANSAS,LENEXA,KS,FIRM FIXED PRICE,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",COMPUTER FACILITIES MANAGEMENT SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
46102.0,46102.0,46102.0,46102.0,46102.0,2020,CINCINNATI ACQUISITION DIV (CAD),OFC FOR AIR  RAD (OAR) (FUNDING),"AABS JV, L.L.C.",DETROIT,MICHIGAN,ANN ARBOR,MI,FIRM FIXED PRICE,CONSTRUCTION OF LABORATORIES AND CLINICS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,PARTNERSHIP,f,t,f,f
-301227.13,29155043.5,0.0,0.0,46477963.0,2020,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,COST PLUS FIXED FEE,R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT (BASIC RESEARCH),"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
345000.0,3164809.59,2180069.61,0.0,4999879.2,2020,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC CHEMSFTYPOLLPREV(OCSPP) (FUND),INNOVATE! INC,ALEXANDRIA,VIRGINIA,WASHINGTON,DC,TIME AND MATERIALS,OTHER ENVIRONMENTAL SERVICES,OTHER COMPUTER RELATED SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
10425.09,147202.75,10425.09,21110.29,253853.34,2020,REGION 7 CONTRACTING OFFICE,REGION 7 (FUNDING OFFICE),AUXILIO MANAGEMENT SERVICES,DENVER,COLORADO,GRAND ISLAND,NE,FIRM FIXED PRICE,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,1073799.0,0.0,0.0,1073799.0,2020,CINCINNATI ACQUISITION DIV (CAD),REGION 2 (FUNDING OFFICE),"G.M. HILL ENGINEERING, INC.",JACKSONVILLE,FLORIDA,EDISON,NJ,FIRM FIXED PRICE,CONSTRUCTION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,4806856.29,0.0,0.0,4995588.18,2020,REGION 7 CONTRACTING OFFICE,REGION 10 (FUNDING OFFICE),"SEARCHPROS STAFFING, LLC",CITRUS HEIGHTS,CALIFORNIA,SEATTLE,WA,FIRM FIXED PRICE,TECHNICAL REPRESENTATIVE- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,COMPUTER FACILITIES MANAGEMENT SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,PARTNERSHIP,f,t,f,f
0.0,610047.03,0.0,0.0,735197.03,2020,HEADQUARTERS ACQUISITION DIV (HQAD),OFC FOR AIR  RAD (OAR) (FUNDING),SEPARATION SYSTEMS INC,GULF BREEZE,FLORIDA,ANN ARBOR,MI,FIRM FIXED PRICE,INSTALLATION OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
2400.96,2400.96,2400.96,2400.96,2400.96,2020,REGION 1 CONTRACTING OFFICE,REGION 1 (FUNDING OFFICE),ATAASK GLOBAL INC,MALDEN,MASSACHUSETTS,BOSTON,MA,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: PERSONAL CARE (NON-MEDICAL),SERVICES FOR THE ELDERLY AND PERSONS WITH DISABILITIES,NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,CORPORATE NOT TAX EXEMPT,t,f,f,f
-5.54,42247.36,-5.54,-5.54,42247.36,2020,RTP PROC OPS DIVISION (RTPPOD),OFC RESEARCH  DEV (ORD) (FUNDING),"OLA, OLUWABUSOLA I",RALEIGH,NORTH CAROLINA,DURHAM,NC,FIRM FIXED PRICE,R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (BASIC RESEARCH),"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,SOLE PROPRIETORSHIP,f,f,t,f
43624.24,236221.04,0.0,0.0,236221.04,2020,REGION 7 CONTRACTING OFFICE,REGION 7 (FUNDING OFFICE),"CARTRIDGE TECHNOLOGIES, LLC",ROCKVILLE,MARYLAND,LENEXA,KS,FIRM FIXED PRICE,MAINT/REPAIR/REBUILD OF EQUIPMENT- OFFICE MACHINES/TEXT PROCESSING SYS/VISIBLE RECORD EQUIPMENT,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,7661000.0,3175552.01,0.0,15904460.05,2020,HQ PROC OPS DIVISION (HPOD),OFC ENVIRONMNTL INFO (OEI)(FUNDING),"CARTRIDGE TECHNOLOGIES, LLC",ROCKVILLE,MARYLAND,DERWOOD,MD,TIME AND MATERIALS,PHOTO/MAP/PRINT/PUBLICATION- PRINT/BINDING,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
161923.88,628302.92,161923.88,161923.88,628302.92,2020,REGION 7 CONTRACTING OFFICE,REGION 7 (FUNDING OFFICE),"VERACITY CONSULTING, INC.",LENEXA,KANSAS,LENEXA,KS,FIRM FIXED PRICE,IT AND TELECOM- DATA ENTRY,OTHER COMPUTER RELATED SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
70011.0,2914662.0,70011.0,70011.0,2914662.0,2020,CINCINNATI PROC OPS DIVISION (CPOD),REGION 2 (FUNDING OFFICE),"G.M. HILL ENGINEERING, INC.",JACKSONVILLE,FLORIDA,EDISON,NJ,FIRM FIXED PRICE,CONSTRUCTION OF LABORATORIES AND CLINICS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
441335.94,29456270.63,516934.0,0.0,46477963.0,2020,CINCINNATI PROC OPS DIVISION (CPOD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,COST PLUS FIXED FEE,R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT (BASIC RESEARCH),"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
122467.78,872043.6,426164.7,0.0,2290659.02,2020,REGION 7 CONTRACTING OFFICE,REGION 7 (FUNDING OFFICE),"VERACITY CONSULTING, INC.",OVERLAND PARK,KANSAS,LENEXA,KS,FIRM FIXED PRICE,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",COMPUTER FACILITIES MANAGEMENT SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,87807.0,0.0,0.0,87807.0,2020,HEADQUARTERS ACQUISITION DIV (HQAD),OFC ENVIRONMNTL INFO (OEI)(FUNDING),INNOVATE! INC,ALEXANDRIA,VIRGINIA,ALEXANDRIA,VA,TIME AND MATERIALS,IT AND TELECOM- SYSTEMS ANALYSIS,OTHER MANAGEMENT CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
28788.0,28788.0,28788.0,28788.0,28788.0,2020,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),PARS ENVIRONMENTAL INC,ROBBINSVILLE,NEW JERSEY,EDISON,NJ,FIRM FIXED PRICE,R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH),"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
3356.52,41302.05,0.0,0.0,67579.25,2020,HEADQUARTERS ACQUISITION DIV (HQAD),OFC ENVIRONMNTL INFO (OEI)(FUNDING),INNOVATE! INC,ALEXANDRIA,VIRGINIA,ALEXANDRIA,VA,TIME AND MATERIALS,IT AND TELECOM- SYSTEMS ANALYSIS,OTHER MANAGEMENT CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
-7500.0,489369.97,-7500.0,-7500.0,489369.97,2020,HEADQUARTERS ACQUISITION DIV (HQAD),OFC OF ADMINISTRATOR (OA) (FUNDING),JLAN SOLUTIONS LLC,WASHINGTON,DISTRICT OF COLUMBIA,WASHINGTON,DC,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: OTHER,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,SOLE PROPRIETORSHIP,f,f,t,f
-21984.34,311434.38,-21984.34,-21984.34,314839.04,2020,REGION 2 CONTRACTING OFFICE,REGION 2 (FUNDING OFFICE),"MANAGEMENT TECHNOLOGY, INC.",CLINTON,MARYLAND,NEW YORK,NY,LABOR HOURS,IT AND TELECOM- DATA ENTRY,CUSTOM COMPUTER PROGRAMMING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,OTHER,f,f,f,f
98072.0,139406.0,98072.0,0.0,246994.0,2022,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
400000.0,400000.0,3904054.56,22671761.07,22671761.07,2022,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC FOR AIR  RAD (OAR) (FUNDING),"VMD SYSTEMS INTEGRATORS, INC",FAIRFAX,VIRGINIA,ANN ARBOR,MI,TIME AND MATERIALS,IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
90000.0,798850.0,0.0,0.0,22671761.07,2022,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC FOR AIR  RAD (OAR) (FUNDING),"VMD SYSTEMS INTEGRATORS, INC",FAIRFAX,VIRGINIA,ANN ARBOR,MI,TIME AND MATERIALS,IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
308850.0,708850.0,0.0,0.0,22671761.07,2022,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC FOR AIR  RAD (OAR) (FUNDING),"VMD SYSTEMS INTEGRATORS, INC",FAIRFAX,VIRGINIA,ANN ARBOR,MI,TIME AND MATERIALS,IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
50121.72,236221.04,50121.72,0.0,236221.04,2022,REGION 7 CONTRACTING OFFICE,REGION 7 (FUNDING OFFICE),"CARTRIDGE TECHNOLOGIES, LLC",ROCKVILLE,MARYLAND,LENEXA,KS,FIRM FIXED PRICE,MAINT/REPAIR/REBUILD OF EQUIPMENT- OFFICE MACHINES/TEXT PROCESSING SYS/VISIBLE RECORD EQUIPMENT,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,186099.32,0.0,0.0,236221.04,2022,REGION 7 CONTRACTING OFFICE,REGION 7 (FUNDING OFFICE),"CARTRIDGE TECHNOLOGIES, LLC",ROCKVILLE,MARYLAND,LENEXA,KS,FIRM FIXED PRICE,MAINT/REPAIR/REBUILD OF EQUIPMENT- OFFICE MACHINES/TEXT PROCESSING SYS/VISIBLE RECORD EQUIPMENT,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
-10209.76,186099.32,-10209.76,-25524.4,236221.04,2022,REGION 7 CONTRACTING OFFICE,REGION 7 (FUNDING OFFICE),"CARTRIDGE TECHNOLOGIES, LLC",ROCKVILLE,MARYLAND,LENEXA,KS,FIRM FIXED PRICE,MAINT/REPAIR/REBUILD OF EQUIPMENT- OFFICE MACHINES/TEXT PROCESSING SYS/VISIBLE RECORD EQUIPMENT,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
-293.4,2097960.43,0.0,0.0,2098253.83,2022,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"MPF FEDERAL, LLC",WASHINGTON,DISTRICT OF COLUMBIA,CINCINNATI,OH,FIRM FIXED PRICE,R&D- DEFENSE OTHER: SERVICES (ADVANCED DEVELOPMENT),VETERINARY SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,2098253.83,0.0,0.0,2098253.83,2022,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"MPF FEDERAL, LLC",WASHINGTON,DISTRICT OF COLUMBIA,CINCINNATI,OH,FIRM FIXED PRICE,R&D- DEFENSE OTHER: SERVICES (ADVANCED DEVELOPMENT),VETERINARY SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
24955.2,24955.2,24955.2,24955.2,24955.2,2022,CINCINNATI ACQUISITION DIV (CAD),OFC CHIEF FINAN OFCR(OCFO)(FUNDING),CYNURIA CONSULTING LLC,ROCKVILLE,MARYLAND,WASHINGTON,DC,FIRM FIXED PRICE,SUPPORT- MANAGEMENT: OTHER,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
